Id,MSSubClass,MSZoning,LotArea,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleCondition,SaleStatus
1131,50,RL,7804,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,None,0,1328,653,0,1981,1,0,2,0,4,1,Detchd,1981,Unf,2,576,Normal,SoldSlow
1132,20,RL,10712,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,None,0,974,0,0,974,0,0,1,0,3,1,NA,NA,NA,0,0,Abnorml,SoldSlow
1133,70,RM,9900,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,None,0,1178,1032,0,2210,0,0,2,0,5,1,Detchd,1930,Unf,1,205,Normal,SoldSlow
1134,60,RL,9828,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,None,0,1142,878,0,2020,0,0,2,1,3,1,Attchd,1995,RFn,2,466,Normal,SoldFast
1135,60,RL,8773,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,None,0,916,684,0,1600,0,0,2,1,3,1,Attchd,1997,Fin,2,460,Normal,SoldFast
1136,30,RM,6180,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,None,0,986,0,0,986,0,0,1,0,2,1,Detchd,1926,Unf,1,180,Normal,SoldFast
1137,50,RL,9600,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,None,0,1032,220,0,1252,0,0,1,0,3,1,Attchd,1950,Unf,1,288,Abnorml,SoldFast
1138,50,RL,6342,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,None,0,780,240,0,1020,0,0,1,0,2,1,NA,NA,NA,0,0,Normal,SoldSlow
1139,20,RL,9819,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,None,0,1567,0,0,1567,1,0,2,0,2,1,Attchd,1977,RFn,2,714,Normal,SoldFast
1140,30,RL,8731,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,None,0,1167,0,0,1167,0,0,1,0,3,1,Detchd,1972,Unf,2,495,Normal,SoldSlow
1141,20,RL,7350,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,None,0,952,0,0,952,1,0,1,0,2,1,Detchd,1988,Unf,2,840,Abnorml,SoldSlow
1142,60,RL,10304,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,BrkFace,44,1088,780,0,1868,1,0,2,1,4,1,Attchd,1976,Unf,2,484,Normal,SoldSlow
1143,60,RL,9965,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,Stone,340,1466,1362,0,2828,1,0,3,0,4,1,BuiltIn,2006,RFn,3,1052,Partial,SoldSlow
1144,20,RL,9000,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,None,0,1006,0,0,1006,0,0,1,0,3,1,NA,NA,NA,0,0,Normal,SoldSlow
1145,190,RL,12180,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,None,0,672,252,0,924,1,0,1,0,2,1,Detchd,1941,Unf,1,280,Normal,SoldSlow
1146,50,RM,6240,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,None,0,1042,534,0,1576,0,0,1,0,3,1,Detchd,1928,Unf,1,225,Family,SoldSlow
1147,20,RL,11200,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,BrkFace,85,1298,0,0,1298,1,0,2,0,3,1,Attchd,1985,Unf,2,403,Normal,SoldFast
1148,70,RL,12000,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,None,0,860,704,0,1564,0,0,1,1,3,1,Attchd,1941,Unf,1,234,Normal,SoldFast
1149,50,RM,5700,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,None,0,572,539,0,1111,0,0,1,0,2,1,Detchd,1982,Unf,1,288,Normal,SoldFast
1150,70,RM,9000,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,None,0,832,650,0,1482,0,1,1,0,3,1,Detchd,1930,Unf,2,324,Normal,SoldFast
1151,20,RL,8280,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,None,0,932,0,0,932,0,0,1,0,2,1,Attchd,1950,Unf,1,306,Normal,SoldFast
1152,20,RL,17755,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,BrkFace,132,1466,0,0,1466,0,0,1,1,3,1,Attchd,1959,Fin,2,528,Normal,SoldSlow
1153,20,RL,14115,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,None,0,1811,0,0,1811,0,0,1,0,2,1,Attchd,1956,Fin,2,470,Abnorml,SoldFast
1154,30,RM,5890,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,None,0,816,0,0,816,0,0,1,0,2,1,Detchd,2002,Unf,1,432,Normal,SoldSlow
1155,60,RL,13700,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,Stone,288,902,918,0,1820,0,0,1,2,4,1,Attchd,1965,Unf,2,492,Normal,SoldFast
1156,20,RL,10768,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,None,0,1437,0,0,1437,1,0,2,0,3,1,Attchd,1976,RFn,2,528,Normal,SoldSlow
1157,80,RL,9350,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,None,0,1265,0,0,1265,0,1,2,0,3,1,Attchd,1965,RFn,2,502,Normal,SoldSlow
1158,120,RL,5001,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,Stone,166,1314,0,0,1314,1,0,2,0,2,1,Attchd,2008,RFn,2,626,Normal,SoldFast
1159,20,RL,11932,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,Stone,186,1580,0,0,1580,0,0,2,0,3,1,Attchd,2008,RFn,3,830,Partial,SoldFast
1160,60,RL,9120,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,BrkFace,270,943,933,0,1876,0,0,2,1,4,1,Attchd,1974,RFn,2,540,Normal,SoldFast
1161,160,RL,2280,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,None,0,855,601,0,1456,0,0,2,1,3,1,Attchd,1978,Unf,2,440,Normal,SoldSlow
1162,20,RL,14778,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,BrkFace,72,1640,0,0,1640,1,0,1,0,3,1,Detchd,1993,Unf,2,924,Normal,SoldFast
1163,20,RL,8724,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,None,0,894,0,0,894,0,0,1,0,3,1,Attchd,1968,Fin,2,450,Normal,SoldSlow
1164,90,RL,12900,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,None,0,1258,0,0,1258,2,0,0,2,0,2,CarPort,1969,Unf,2,400,Alloca,NotSold
1165,80,RL,16157,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,None,0,1432,0,0,1432,1,0,1,1,2,1,Attchd,1978,Unf,2,588,Normal,SoldSlow
1166,20,RL,9541,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,Stone,268,1502,0,0,1502,0,0,2,0,3,1,Attchd,2009,RFn,2,644,Partial,SoldFast
1167,20,RL,10475,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,Stone,72,1694,0,0,1694,0,0,2,0,3,1,Attchd,2008,RFn,3,776,Normal,SoldFast
1168,60,RL,10852,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,None,0,959,712,0,1671,1,0,2,1,3,1,Attchd,2000,Fin,2,472,Normal,SoldFast
1169,70,RL,13728,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,None,0,1236,872,0,2108,0,0,2,0,4,1,Basment,1935,Unf,2,540,Normal,SoldSlow
1170,60,RL,35760,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,BrkFace,1378,1831,1796,0,3627,1,0,3,1,4,1,Attchd,1995,Fin,3,807,Normal,SoldSlow
1171,80,RL,9880,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,None,0,1118,0,0,1118,1,0,1,0,3,1,Attchd,1977,Fin,1,358,Normal,SoldFast
1172,20,RL,9120,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,None,0,1261,0,0,1261,1,0,1,0,3,1,Attchd,1958,RFn,2,433,Normal,SoldFast
1173,160,FV,4017,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,None,0,625,625,0,1250,0,0,2,1,2,1,Detchd,2006,Fin,2,625,Normal,SoldFast
1174,50,RL,18030,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,None,0,1636,971,479,3086,0,0,3,0,3,1,NA,NA,NA,0,0,Normal,SoldSlow
1175,70,RL,16560,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,None,0,1170,1175,0,2345,0,0,2,1,4,1,Detchd,1932,Unf,2,360,Normal,SoldSlow
1176,50,RL,10678,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,BrkFace,337,2129,743,0,2872,0,0,2,1,4,1,Attchd,1992,Fin,2,541,Normal,SoldSlow
1177,20,RL,6951,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,None,0,923,0,0,923,1,0,1,0,3,1,Attchd,1984,Unf,1,264,Normal,SoldSlow
1178,50,RM,3950,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,None,0,818,406,0,1224,0,0,1,0,3,1,Detchd,1926,Unf,1,210,Normal,SoldFast
1179,50,RL,7681,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,None,0,820,523,0,1343,0,0,1,1,3,1,Detchd,1921,Unf,1,186,Normal,SoldSlow
1180,20,RL,8335,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,None,0,1124,0,0,1124,0,0,1,0,3,1,NA,NA,NA,0,0,Normal,SoldSlow
1181,60,RL,11170,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,None,0,1298,1216,0,2514,0,0,2,1,4,1,Attchd,1990,Fin,2,693,Normal,SoldSlow
1182,120,RM,5587,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,Stone,186,1652,0,0,1652,1,1,2,0,2,1,Attchd,2008,Fin,2,482,Partial,SoldFast
1183,60,RL,15623,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,None,0,2411,2065,0,4476,1,0,3,1,4,1,Attchd,1996,Fin,3,813,Abnorml,SoldSlow
1184,30,RL,10800,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,None,0,1130,0,0,1130,1,0,1,0,2,1,Detchd,1970,Unf,2,720,Normal,SoldSlow
1185,20,RL,35133,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,BrkFace,226,1572,0,0,1572,1,0,1,1,3,1,2Types,1963,RFn,3,995,Normal,SoldSlow
1186,50,RL,9738,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,None,0,949,272,0,1221,1,0,1,0,4,1,Attchd,1965,Unf,1,392,Normal,SoldSlow
1187,190,RL,10615,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,None,0,1014,685,0,1699,1,0,2,0,3,2,CarPort,1920,Unf,2,420,Abnorml,SoldSlow
1188,20,RL,12461,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,None,0,1624,0,0,1624,1,0,2,0,2,1,Attchd,1994,RFn,3,757,Normal,SoldFast
1189,60,RL,8935,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,BrkFace,95,831,829,0,1660,0,0,2,1,3,1,Attchd,2002,RFn,2,493,Normal,SoldFast
1190,60,RL,7500,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,None,0,1028,776,0,1804,0,0,2,1,3,1,Attchd,1999,Fin,2,442,Normal,SoldFast
1191,190,RL,32463,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,Stone,149,1622,0,0,1622,1,0,1,0,3,1,2Types,1975,Fin,4,1356,Normal,SoldSlow
1192,160,FV,2645,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,BrkFace,456,764,677,0,1441,0,0,2,1,2,1,Detchd,1999,Unf,2,492,Normal,SoldFast
1193,50,RM,9600,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,None,0,842,630,0,1472,0,0,1,0,3,1,Detchd,1925,Unf,1,250,Normal,SoldSlow
1194,120,RM,4500,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,BrkFace,425,1224,0,0,1224,1,0,2,0,2,1,Attchd,1999,Fin,2,402,Normal,SoldSlow
1195,60,RL,9364,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,Stone,143,663,689,0,1352,0,0,1,1,4,1,Attchd,1969,Fin,1,299,Normal,SoldFast
1196,60,RL,8029,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,None,0,728,728,0,1456,0,0,2,1,3,1,Attchd,2005,Fin,2,400,Normal,SoldFast
1197,60,RL,14054,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,None,0,879,984,0,1863,0,0,2,1,4,1,BuiltIn,2006,Fin,3,660,Partial,SoldFast
1198,75,RM,8850,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,None,0,815,875,0,1690,0,0,1,0,3,1,Detchd,1916,Unf,1,225,Normal,SoldFast
1199,20,RL,9100,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,None,0,1212,0,0,1212,0,0,2,0,3,1,Attchd,2001,RFn,2,573,Normal,SoldFast
1200,20,RL,11235,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,BrkFace,51,1382,0,0,1382,0,0,1,1,3,1,Attchd,1974,Unf,2,459,Normal,SoldSlow
1201,20,RL,9353,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,None,0,864,0,0,864,0,0,1,0,3,1,Attchd,1972,Unf,1,280,Abnorml,SoldSlow
1202,60,RL,10400,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,None,0,866,913,0,1779,0,0,2,1,3,1,Attchd,1998,RFn,2,546,Normal,SoldFast
1203,50,RM,6000,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,None,0,884,464,0,1348,1,0,1,0,3,1,Detchd,1960,Unf,1,216,Normal,SoldSlow
1204,20,RL,9750,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,BrkFace,171,1630,0,0,1630,0,0,2,0,3,1,Attchd,2000,Unf,2,451,Normal,SoldFast
1205,20,RL,10140,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,None,0,1074,0,0,1074,1,0,1,1,3,1,Attchd,1975,RFn,2,495,Normal,SoldSlow
1206,20,RL,14684,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,BrkFace,234,2196,0,0,2196,0,0,2,0,3,1,Attchd,1990,RFn,3,701,Normal,SoldFast
1207,20,RH,8900,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,None,0,1056,0,0,1056,1,0,1,0,2,1,Detchd,1966,Unf,1,384,Normal,SoldSlow
1208,20,RL,9135,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,BrkFace,120,1700,0,0,1700,1,0,2,0,3,1,Attchd,2003,RFn,2,544,Normal,SoldFast
1209,20,RL,7763,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,None,0,1283,0,0,1283,1,0,1,0,3,1,Detchd,1980,Unf,2,506,Normal,SoldSlow
1210,20,RL,10182,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,Stone,420,1660,0,0,1660,1,0,2,0,3,1,Attchd,2006,RFn,2,500,Partial,SoldFast
1211,60,RL,11218,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,None,0,1055,790,0,1845,0,0,2,1,3,1,Attchd,1992,RFn,2,462,Normal,SoldSlow
1212,50,RL,12134,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,None,0,1080,672,0,1752,0,0,2,0,4,1,Basment,1988,RFn,2,492,Normal,SoldFast
1213,30,RL,9340,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,None,0,672,0,0,672,1,0,1,0,2,1,Attchd,1941,Unf,1,234,Normal,SoldSlow
1214,80,RL,10246,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,None,0,960,0,0,960,1,1,0,0,0,1,Attchd,1965,Unf,1,364,Normal,NotSold
1215,85,RL,10205,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,None,0,999,0,0,999,1,0,1,0,3,1,Attchd,1962,Unf,1,300,Normal,SoldSlow
1216,20,RL,7094,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,None,0,894,0,0,894,0,0,1,0,3,1,Detchd,1966,RFn,1,384,Normal,SoldSlow
1217,90,RM,8930,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,None,0,1318,584,0,1902,0,0,2,0,4,2,Attchd,1978,Unf,2,539,Normal,SoldSlow
1218,20,FV,8640,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,Stone,72,1314,0,0,1314,1,0,2,0,3,1,Attchd,2009,RFn,2,552,Partial,SoldFast
1219,50,RM,6240,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,None,0,672,240,0,912,0,0,1,0,2,1,NA,NA,NA,0,0,Normal,SoldSlow
1220,160,RM,1680,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,BrkFace,236,672,546,0,1218,0,0,1,1,3,1,NA,NA,NA,0,0,Abnorml,SoldFast
1221,20,RL,7800,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,None,0,912,0,0,912,0,0,1,0,2,1,Attchd,1964,Unf,1,288,Abnorml,SoldSlow
1222,20,RL,8250,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,None,0,1211,0,0,1211,0,0,1,0,3,1,Attchd,1968,Unf,1,322,Normal,SoldSlow
1223,50,RL,10496,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,BrkFace,320,1168,678,0,1846,0,0,2,0,3,1,Attchd,1949,Unf,1,315,Normal,SoldFast
1224,20,RL,10680,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,BrkFace,44,2136,0,0,2136,0,0,2,0,4,1,Detchd,1951,Unf,2,528,Normal,SoldSlow
1225,60,RL,15384,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,None,0,788,702,0,1490,1,0,2,1,3,1,Attchd,2004,Fin,2,388,Normal,SoldFast
1226,80,RL,10482,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,BrkFace,63,1138,0,0,1138,0,1,1,0,3,1,Attchd,1958,RFn,1,264,Normal,SoldFast
1227,60,RL,14598,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,Stone,74,894,1039,0,1933,0,0,2,1,4,1,BuiltIn,2007,Fin,3,668,Normal,SoldSlow
1228,20,RL,8872,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,BrkFace,300,912,0,0,912,1,0,1,0,2,1,Detchd,1992,Unf,2,576,Normal,SoldSlow
1229,120,RL,8769,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,BrkFace,766,1702,0,0,1702,1,0,1,1,1,1,Attchd,2008,Fin,3,1052,Partial,SoldFast
1230,80,RL,7910,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,None,0,1507,0,0,1507,0,0,2,0,4,1,Basment,1960,Unf,1,404,Normal,SoldSlow
1231,90,RL,18890,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,None,1,1361,1259,0,2620,0,0,2,2,4,2,BuiltIn,1977,RFn,2,600,Normal,SoldSlow
1232,90,RL,7728,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,BrkFace,120,1190,0,0,1190,1,0,1,0,3,1,Attchd,1962,Unf,2,540,Normal,SoldSlow
1233,90,RL,9842,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,None,0,1224,0,0,1224,0,0,2,0,2,2,CarPort,1962,Unf,2,462,Normal,SoldSlow
1234,20,RL,12160,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,BrkFace,180,1188,0,0,1188,1,0,1,0,3,1,Attchd,1959,RFn,2,531,Abnorml,SoldSlow
1235,70,RH,8525,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,None,0,1024,940,0,1964,0,0,1,1,4,1,NA,NA,NA,0,0,Abnorml,SoldSlow
1236,70,RL,13132,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,None,0,892,892,0,1784,0,0,1,1,4,1,Detchd,1914,Unf,1,180,Normal,SoldSlow
1237,160,RL,2628,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,Stone,106,764,862,0,1626,0,0,2,1,2,1,BuiltIn,2003,RFn,2,474,Normal,SoldFast
1238,60,RL,12393,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,None,0,847,1101,0,1948,0,0,2,1,4,1,BuiltIn,2004,Fin,2,434,Normal,SoldFast
1239,20,RL,13072,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,None,0,1141,0,0,1141,0,0,1,1,3,1,Detchd,2005,Unf,2,484,Abnorml,SoldFast
1240,20,RL,9037,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,BrkFace,32,1484,0,0,1484,0,0,2,0,2,1,Attchd,2006,RFn,2,472,Normal,SoldFast
1241,60,RL,8158,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,BrkFace,252,884,884,0,1768,1,0,2,1,3,1,Attchd,2003,RFn,2,543,Normal,SoldFast
1242,20,RL,9849,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,Stone,0,1689,0,0,1689,0,0,2,0,3,1,Attchd,2007,RFn,3,954,Partial,SoldFast
1243,85,RL,10625,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,BrkFace,81,1173,0,0,1173,1,0,2,0,3,1,Attchd,1974,RFn,2,528,Family,SoldFast
1244,20,RL,13891,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,NA,NA,2076,0,0,2076,1,0,2,1,2,1,Attchd,2006,Fin,3,850,Partial,SoldFast
1245,70,RL,11435,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,None,0,792,725,0,1517,0,0,1,0,3,1,Detchd,1931,Unf,2,400,Normal,SoldFast
1246,80,RL,12090,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,BrkFace,74,1140,728,0,1868,0,0,3,1,3,1,BuiltIn,1984,Fin,2,477,Abnorml,SoldFast
1247,60,FV,8125,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,None,0,756,797,0,1553,0,0,2,1,3,1,Attchd,2005,RFn,2,615,Partial,SoldFast
1248,80,RL,12328,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,BrkFace,335,1034,0,0,1034,1,0,1,0,3,1,Attchd,1976,Unf,3,888,Normal,SoldFast
1249,75,RM,9600,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,None,0,1134,924,0,2058,0,0,1,1,3,1,Detchd,1950,Unf,2,396,Normal,SoldFast
1250,20,RL,7200,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,None,0,988,0,0,988,0,0,1,0,3,1,Attchd,1950,Unf,1,276,Normal,SoldSlow
1251,20,RL,11160,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,None,0,2110,0,0,2110,1,0,2,1,3,1,Attchd,1968,Fin,2,522,Normal,SoldFast
1252,120,RL,3136,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,Stone,163,1405,0,0,1405,0,0,2,0,2,1,Attchd,2003,RFn,2,478,Normal,SoldFast
1253,20,RL,9858,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,None,0,874,0,0,874,1,0,1,0,3,1,Attchd,1968,RFn,1,288,Normal,SoldSlow
1254,60,RL,17542,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,None,0,1516,651,0,2167,1,0,2,1,3,1,Attchd,1974,RFn,2,518,Normal,SoldFast
1255,60,RL,6931,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,Stone,92,760,896,0,1656,0,0,2,1,3,1,BuiltIn,2003,Fin,2,397,Normal,SoldFast
1256,50,RM,6240,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,None,0,959,408,0,1367,0,0,1,0,3,1,Detchd,1978,Unf,1,560,Normal,SoldFast
1257,20,RL,14303,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,BrkFace,554,1987,0,0,1987,1,0,2,0,2,1,Attchd,1994,Fin,2,691,Normal,SoldFast
1258,30,RL,4060,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,None,0,864,0,0,864,0,0,1,0,2,1,NA,NA,NA,0,0,Normal,SoldSlow
1259,80,RL,9587,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,Stone,182,1166,0,0,1166,1,0,2,0,2,1,Attchd,2005,Fin,2,400,Normal,SoldFast
1260,20,RL,9750,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,None,0,1054,0,0,1054,1,0,1,1,3,1,Attchd,1969,Unf,2,460,Normal,SoldFast
1261,60,RL,24682,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,None,0,892,783,0,1675,0,0,2,1,3,1,BuiltIn,1999,Fin,2,502,Normal,SoldFast
1262,20,RL,9600,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,None,0,1050,0,0,1050,0,0,1,0,2,1,Attchd,1956,Unf,1,338,Normal,SoldSlow
1263,50,RL,11250,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,None,0,1104,684,0,1788,1,0,1,0,5,1,Attchd,1957,Unf,1,304,Normal,SoldSlow
1264,70,RL,13515,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,None,0,1060,764,0,1824,0,0,1,0,3,1,Detchd,1940,Unf,2,520,Normal,SoldFast
1265,120,RH,4060,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,None,0,1337,0,0,1337,1,0,2,0,2,1,Attchd,1998,Fin,2,511,Abnorml,SoldFast
